"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
KH3BPJCL,conferencePaper,2023,M. Ikram; S. Ahmed; S. N. K. Marwat; M. Nasir,Multi-agent and Reinforcement Learning Schemes for Demand Response Estimation in Distributed Microgrids,2023 6th International Conference on Energy Conservation and Efficiency (ICECE),2767-9829,,10.1109/ICECE58062.2023.10092514,,2023-03-15,2026-05-12 04:00:20,2026-06-11 04:26:56,,1-6,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2023 6th International Conference on Energy Conservation and Efficiency (ICECE),,,Reinforcement learning; Microgrids; Deep deterministic policy gradient; Costs; Deep Q-network; Mathematical models; Smart grids; Power system reliability; Demand response; Distributed Smart grid; Estimation; Multi-agent control; Networked microgrids; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 6th International Conference on Energy Conservation and Efficiency (ICECE),,,,,,,,,,,,,,,
9ZR3CAS3,conferencePaper,2023,B. Liu; L. Sun; X. Guo; X. Han; G. Chen,Higher Renewable Generation Utilization via the Energy Trading Mechanism in Electricity Market,2023 IEEE 7th Conference on Energy Internet and Energy System Integration (EI2),,,10.1109/EI259745.2023.10512672,,2023-12-15,2026-05-12 04:00:20,2026-06-11 03:17:48,,4448-4453,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2023 IEEE 7th Conference on Energy Internet and Energy System Integration (EI2),,,battery energy storage system; energy trading; Electricity supply industry; Renewable energy sources; System integration; Wind energy; Wind power generation; electrical market; Production; PV & wind power; renewable generation consumption; Wind energy generation; E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 IEEE 7th Conference on Energy Internet and Energy System Integration (EI2),,,,,,,,,,,,,,,
TJP4NEQ3,conferencePaper,2020,T. Zhang; D. Yue; N. Zhao,Energy Optimization Management of Multi-microgrid using Deep Reinforcement Learning,2020 Chinese Automation Congress (CAC),2688-0938,,10.1109/CAC51589.2020.9326507,,2020-11-06,2026-05-12 04:00:20,2026-06-14 12:48:59,,4049-4053,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2020 Chinese Automation Congress (CAC),,,Optimization; Uncertainty; Microgrids; Deep reinforcement learning; Real-time systems; Batteries; Telecommunications; Energy optimization management; Multi-microgrid; Power balance; Power generation; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Chinese Automation Congress (CAC),,,,,,,,,,,,,,,
5IEGW844,conferencePaper,2025,N. Kaewdornhan; K. Kawabe; R. Chatthaworn,Adaptive Microgrid Energy Management Under Power Flow Uncertainty Using Deep Reinforcement Learning,2025 IEEE PES Innovative Smart Grid Technologies - Asia (ISGT Asia),2378-8542,,10.1109/ISGTAsia63446.2025.11431376,,2025-11-07,2026-05-12 04:00:20,2026-06-11 02:40:33,,23-28,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 IEEE PES Innovative Smart Grid Technologies - Asia (ISGT Asia),,,Uncertainty; Microgrids; Deep reinforcement learning; deep reinforcement learning; Costs; Training; Energy management; Photovoltaic systems; Simulation; electric vehicle; energy management system; Load flow; power flow uncertainty; solar photovoltaic system; Transformers; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 IEEE PES Innovative Smart Grid Technologies - Asia (ISGT Asia),,,,,,,,,,,,,,,
89MUFDAI,conferencePaper,2024,M. Rajabinezhad; N. Shams; J. Zhao; S. Zuo,A Q-learning based Adaptive Control of Hybrid Energy Storage System to Mitigate Power Fluctuations in Grid-Connected Microgrids,IECON 2024 - 50th Annual Conference of the IEEE Industrial Electronics Society,,,10.1109/IECON55916.2024.10905840,,2024-11-03,2026-05-12 04:00:20,2026-06-11 02:28:59,,1-4,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: IECON 2024 - 50th Annual Conference of the IEEE Industrial Electronics Society,,,Microgrids; Wind turbines; Q-learning; Fluctuations; Tuning; Wind power generation; Adaptive control; Hybrid energy storage systems; Low-pass filters; Power conversion; Power fluctuation; Supercapacitors; Time-varying Low-pass Filter; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IECON 2024 - 50th Annual Conference of the IEEE Industrial Electronics Society,,,,,,,,,,,,,,,
2I6LHDJA,conferencePaper,2024,H. Liu; E. Hao; J. Cui; L. He; W. Duan; S. Sun; J. Huang,Novel Cooperative Voltage Regulation and Economic Operation for Hydrogen-containing Distribution Networks,2024 4th International Conference on New Energy and Power Engineering (ICNEPE),,,10.1109/ICNEPE64067.2024.10860724,,2024-11-08,2026-05-12 04:00:20,2026-06-14 12:51:18,,904-908,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2024 4th International Conference on New Energy and Power Engineering (ICNEPE),,,Optimization; Microgrids; Deep reinforcement learning; Neural networks; Voltage control; voltage regulation; Imitation learning; Hydrogen; Distribution networks; Games; economic operation; Hydrogen-containing microgrids; Minimization; new distribution grids; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 4th International Conference on New Energy and Power Engineering (ICNEPE),,,,,,,,,,,,,,,
5MPSIRHI,conferencePaper,2025,S. Tharumaraja; M. P. P. Liyanage; A. Wijethunge; J. Ekanayake,Optimizing Microgrid Profits Through Automated P2P Energy Trading Using Blockchain and BESS,TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON),2159-3450,,10.1109/TENCON66050.2025.11375188,,2025-10-27,2026-05-12 04:00:20,2026-06-14 12:48:54,,1088-1092,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON),,,Microgrids; Peer-to-peer computing; Distributed Energy Resources; Real-time systems; Tariffs; Photovoltaic systems; Autonomous energy trading; Blockchains; Demand forecasting; Distributed power generation; Peer-to-Peer Energy Trading; Power demand; Smart contracts; Very Short-Term Demand Forecasting; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON),,,,,,,,,,,,,,,
D7CNQQD3,conferencePaper,2025,L. Debbarma; S. Debbarma; K. Roy; P. P. Singh,Utilizing Flexibility from P2P Network for Frequency Control Under a Coordinated TSO-DSO Framework,"2025 IEEE 4th International Conference on Smart Technologies for Power, Energy and Control (STPEC)",,,10.1109/STPEC66316.2025.11490913,,2025-12-10,2026-05-12 04:00:20,2026-06-11 05:41:10,,1-6,,,,,,,,,,,,,,,,,,,,"Journal Abbreviation: 2025 IEEE 4th International Conference on Smart Technologies for Power, Energy and Control (STPEC)",,,Peer-to-peer computing; Multi-Agent Reinforcement Learning; Application specific integrated circuits; Circuits; Protocols; System-on-chip; Automatic Generation Control; Battery Energy System Storage (BESS); Computer networks; Filtering; Filters; Integrated circuits; Large scale integration; Load Aggregator; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025 IEEE 4th International Conference on Smart Technologies for Power, Energy and Control (STPEC)",,,,,,,,,,,,,,,
WJQW9C55,conferencePaper,2023,D. Chen; H. Li; C. S. Lai; L. L. Lai,Reinforcement learning-based profit maximization for battery energy storage systems with electric vehicles and photovoltaic systems,Energy Storage Conference 2023 (ESC 2023),,,10.1049/icp.2023.3100,,2023-11-15,2026-05-12 04:00:20,2026-06-14 12:51:08,,35-40,,,2023,,,,,,,,,,,,,,,,,Journal Abbreviation: Energy Storage Conference 2023 (ESC 2023),,,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Storage Conference 2023 (ESC 2023),,,,,,,,,,,,,,,
895YQB5G,journalArticle,2025,A. Mohan; K. Thirumala; J. J. Prakash; G. S. Ilango,Hierarchical Energy Management of Interconnected Multimicrogrids for Enhanced Economic Efficiency and Environmental Sustainability,IEEE Systems Journal,,1937-9234,10.1109/JSYST.2025.3623530,,2025-12,2026-05-12 04:00:20,2026-06-14 12:48:59,,1169-1180,,4,19,,IEEE Systems Journal,,,,,,,,,,,,,,,,,,Battery energy storage system; Optimization; Decision making; State of charge; Costs; Energy management; Demand response; Minimization; Adjustable power; Algorithm design and analysis; energy trading strategy (ETS); Greenhouse gases; interconnected multimicrogrid (IMMG); multiobjective optimization (MOO); E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS4TSPD,conferencePaper,2024,D. Gamage; C. Wanigasekara; A. Ukil; A. Swain,SAC and DAC Approach for Load Frequency Controller with Multi-Battery Energy Storage,2024 IEEE Green Technologies Conference (GreenTech),2166-5478,,10.1109/GreenTech58819.2024.10520418,,2024-04-03,2026-05-12 04:00:20,2026-06-14 12:48:34,,1-5,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2024 IEEE Green Technologies Conference (GreenTech),,,State of charge; Power system dynamics; Batteries; Simulation; Battery energy storage systems (BESSs); Communication graph; Decentralized control; Finite element analysis; Load Frequency control; Multi agent system; Parameter estimation; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 IEEE Green Technologies Conference (GreenTech),,,,,,,,,,,,,,,
GMUWNL4U,journalArticle,2025,C. Wang; B. Cheng; X. He; L. Xi; N. Yang; Z. Zhao; C. S. Lai; L. L. Lai,Integrated Underfrequency Load Shedding Strategy for Islanded Microgrids Integrating Multiclass Load-Related Factors,IEEE Transactions on Smart Grid,,1949-3061,10.1109/TSG.2025.3586757,,2025-11,2026-05-12 04:00:20,2026-06-14 12:51:18,,4305-4323,,6,16,,IEEE Transactions on Smart Grid,,,,,,,,,,,,,,,,,,Microgrids; Microgrid; Frequency control; Power system stability; Load modeling; Training; Load shedding; Data models; DBR-SD3; Frequency measurement; load-related factors; Time factors; underfrequency load shedding; Voltage measurement; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D457R7WE,conferencePaper,2025,V. U. Rani; P. Naresh,Decentralized energy exchange: a blockchain-based peer-to-peer trading framework for microgrids with battery storage,2025 IEEE Silchar Subsection Conference (SILCON),,,10.1109/SILCON67893.2025.11327006,,2025-11-06,2026-05-12 04:00:20,2026-06-14 12:48:59,,1-6,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 IEEE Silchar Subsection Conference (SILCON),,,Battery energy storage system; Microgrids; microgrid; Peer-to-peer computing; battery energy storage systems; Real-time systems; Electricity; Load modeling; Smart grids; blockchain; Blockchains; Smart contracts; distributed energy resources; Peer-to-peer energy trading; smart contracts; Systems architecture; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 IEEE Silchar Subsection Conference (SILCON),,,,,,,,,,,,,,,
89833PGV,journalArticle,2024,H. Hua; X. Chen; L. Gan; J. Sun; N. Dong; D. Liu; Z. Qin; K. Li; S. Hu,Demand-Side Joint Electricity and Carbon Trading Mechanism,IEEE Transactions on Industrial Cyber-Physical Systems,,2832-7004,10.1109/TICPS.2023.3335328,,2024,2026-05-12 04:00:20,2026-06-11 02:58:18,,14-25,,,2,,IEEE Transactions on Industrial Cyber-Physical Systems,,,,,,,,,,,,,,,,,,Optimization; Costs; Climate change; demand response; Real-time systems; Renewable energy sources; Market research; Demand response; Carbon dioxide; carbon emission liability; Carbon emissions; Emissions trading; Joint electricity and carbon trading; Low-carbon economy; Monte Carlo methods; E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTQP6ZX3,conferencePaper,2022,A. Selim; H. Mo; H. Pota,Optimal Scheduling of Grid Supply and Batteries Operation in Residential Building: Rules and Learning Approaches,2022 IEEE 5th Student Conference on Electric Machines and Systems (SCEMS),2771-7577,,10.1109/SCEMS56272.2022.9990764,,2022-11-24,2026-05-12 04:00:20,2026-06-14 12:48:59,,1-6,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2022 IEEE 5th Student Conference on Electric Machines and Systems (SCEMS),,,Reinforcement learning; Reinforcement Learning; optimization; Scheduling; Batteries; Optimal scheduling; Buildings; Energy Storage; Fuzzy logic; Fuzzy Logic; Load demand; Schedules; State of Health; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 IEEE 5th Student Conference on Electric Machines and Systems (SCEMS),,,,,,,,,,,,,,,
VLLJBG7H,journalArticle,2026,J. Feng; H. Hui; S. Yang; F. Hou,A Slice Puncturing Scheme of Energy Storage Batteries for Grid Frequency Regulation,IEEE Transactions on Smart Grid,,1949-3061,10.1109/TSG.2025.3602645,,2026-01,2026-05-12 04:00:20,2026-06-14 12:51:18,,845-857,,1,17,,IEEE Transactions on Smart Grid,,,,,,,,,,,,,,,,,,Frequency regulation; Quality of service; Frequency control; Resource management; Batteries; 5G slice puncturing; Delay effects; Delays; energy storage batteries; Hands; Phasor measurement units; spectrum-limited; Ultra reliable low latency communication; Wireless communication; wireless transmission; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6UZL8AUH,conferencePaper,2022,T. Wang; T. Xiang; B. Xu; Y. Xiang,Agent-based Self-discipline Operation of Integrated Energy System,2022 7th Asia Conference on Power and Electrical Engineering (ACPEE),,,10.1109/ACPEE53904.2022.9783653,,2022-04-15,2026-05-12 04:00:20,2026-06-14 12:51:37,,2002-2007,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2022 7th Asia Conference on Power and Electrical Engineering (ACPEE),,,Markov processes; Uncertainty; Linear programming; Renewable energy sources; Economics; Training; agent; DDPG; fault conditions; IES; Operations research; E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 7th Asia Conference on Power and Electrical Engineering (ACPEE),,,,,,,,,,,,,,,
N742DDI2,conferencePaper,2025,N. Gnanam; R. Krishna; M. Mahesh,Mobile Microgrid Network Using Seamless Integration of Multiple Small Applications,2025 IEEE 2nd International Conference on Green Industrial Electronics and Sustainable Technologies (GIEST),,,10.1109/GIEST66547.2025.11387558,,2025-10-11,2026-05-12 04:00:20,2026-06-14 12:51:26,,1-6,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 IEEE 2nd International Conference on Green Industrial Electronics and Sustainable Technologies (GIEST),,,Microgrids; Voltage control; State of charge; Battery; Generators; Batteries; Photovoltaic systems; and Efficiency; Fuels; Mobile Microgrid; Plug and Play; Sliding mode control; Solar; Total harmonic distortion; Transient analysis; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 IEEE 2nd International Conference on Green Industrial Electronics and Sustainable Technologies (GIEST),,,,,,,,,,,,,,,
T67Z6SYJ,conferencePaper,2025,K. Addo; K. Moloi; M. Kabeya; E. E. Ojo,Hybrid Multi-Objective Swarm Intelligence and Self-Evolving Neural Networks for Grid Stability in Renewable-Heavy Systems,2025 Conference on Information Communications Technology and Society (ICTAS),,,10.1109/ICTAS64866.2025.11155772,,2025-07-23,2026-05-12 04:00:20,2026-06-14 12:50:38,,1-6,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 Conference on Information Communications Technology and Society (ICTAS),,,Optimization; Neural networks; Real-time systems; Renewable energy sources; Power system stability; Particle swarm optimization; Smart grids; Optimal control; Stability analysis; Grid Stability; Multi-Objective Optimization; Renewable Energy Systems; Self-Evolving Neural Networks; Sensitivity analysis; Swarm Intelligence; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Conference on Information Communications Technology and Society (ICTAS),,,,,,,,,,,,,,,
QPAQ5LDT,conferencePaper,2022,S. Mahmud; S. Sah; B. Ponkiya; S. Katikaneni; D. Raker; M. Heben; R. Khanna; A. Javaid; Z. Yi; T. Westover; Y. Luo,A Transactive Energy Framework for Hydrogen Production with Economically Viable Nuclear Power,2022 IEEE/PES Transmission and Distribution Conference and Exposition (T&D),2160-8563,,10.1109/TD43745.2022.9816903,,2022-04-25,2026-05-12 04:00:20,2026-06-14 12:51:26,,1-5,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2022 IEEE/PES Transmission and Distribution Conference and Exposition (T&D),,,Reinforcement learning; Profitability; integrated energy system; Hydrogen; Renewable energy sources; Pricing; Production; economic viability; nuclear flexibility; transactive energy; Transactive energy; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 IEEE/PES Transmission and Distribution Conference and Exposition (T&D),,,,,,,,,,,,,,,
ICUZLGUL,journalArticle,2025,B. Gokce; G. Kayakutlu,Multi-Agent Energy Market Simulations With Machine Learning Integration: A Systematic Literature Review,IEEE Access,,2169-3536,10.1109/ACCESS.2025.3580735,,2025,2026-05-12 04:00:20,2026-06-14 12:51:26,,106003-106018,,,13,,IEEE Access,,,,,,,,,,,,,,,,,,machine learning; Electricity supply industry; Adaptation models; Electricity; Biological system modeling; Investment; Production; Power generation; Carbon dioxide; Agent-based modeling; energy markets; multi-agent systems; Self-organizing feature maps; self-organizing map; Software tools; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKH4S3AE,journalArticle,2024,L. Cheng; H. Zang; A. Trivedi; D. Srinivasan; Z. Wei; G. Sun,Mitigating the Impact of Photovoltaic Power Ramps on Intraday Economic Dispatch Using Reinforcement Forecasting,IEEE Transactions on Sustainable Energy,,1949-3037,10.1109/TSTE.2023.3261444,,2024-01,2026-05-12 04:00:20,2026-06-11 03:54:25,,3-12,,1,15,,IEEE Transactions on Sustainable Energy,,,,,,,,,,,,,,,,,,Optimization; reinforcement learning; Forecasting; Biological system modeling; Power systems; Power generation; Predictive models; Intraday power system dispatch; PV power forecasting; PV power ramp event; Weather forecasting; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8488EUQ,journalArticle,2025,H. P. Dang; Z. Zhang; H. N. Villegas Pico,Control Design and EMT Simulation Toward the Restoration of Faulted Wind-Dominant Grids,IEEE Transactions on Sustainable Energy,,1949-3037,10.1109/TSTE.2025.3553088,,2025-10,2026-05-12 04:00:20,2026-06-14 12:51:26,,2414-2433,,4,16,,IEEE Transactions on Sustainable Energy,,,,,,,,,,,,,,,,,,Power grids; Voltage control; Wind turbines; Batteries; Wind farms; Wind power generation; Control design; Electromagnetic transients; Grid forming; power system restoration; Power system restoration; Synchronization; wind farms; Wind speed; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI6CK8X,journalArticle,2022,R. Rana; K. Berg; M. Z. Degefa; M. Löschenbrand,Modelling and Simulation Approaches for Local Energy Community Integrated Distribution Networks,IEEE Access,,2169-3536,10.1109/ACCESS.2022.3140237,,2022,2026-05-12 04:00:20,2026-06-14 12:51:26,,3775-3789,,,10,,IEEE Access,,,,,,,,,,,,,,,,,,Battery energy storage system; Optimization; Microgrids; photovoltaic; Peer-to-peer computing; Real-time systems; Distribution networks; Biological system modeling; Energy management; energy management system; community manager; distribution system operator; local energy community; prosumers; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSZRBWM4,conferencePaper,2025,A. J. Jimenez; E. J. Becil; M. E. Alebicto; R. G. Salgado; R. Gomez,Leveraging AI Algorithms for Automated Bidding in Electricity Markets: A Solar-Storage Hybrid Approach With Blockchain-Based Energy Tokenization,2025 IEEE Electrical Insulation Conference (EIC),2993-3684,,10.1109/EIC63069.2025.11123269,,2025-06-08,2026-05-12 04:00:20,2026-07-10 03:41:56,,1-3,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 IEEE Electrical Insulation Conference (EIC),,,Artificial intelligence; Heuristic algorithms; Blockchain; Electricity supply industry; Renewable energy sources; Resource management; Transforms; Blockchains; Weather forecasting; Artificial Intelligence; Automated Bidding; Crypto Wallets; Decentralized Energy; Electricity Markets; Energy Tokens; SolarStorage Systems; Tokenization; Wind; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 IEEE Electrical Insulation Conference (EIC),,,,,,,,,,,,,,,
62X6LGYV,journalArticle,2024,Q. Ma; W. Wei; S. Mei,A Two-Timescale Operation Strategy for Battery Storage in Joint Frequency and Energy Markets,"IEEE Transactions on Energy Markets, Policy and Regulation",,2771-9626,10.1109/TEMPR.2023.3324920,,2024-06,2026-05-12 04:00:20,2026-06-11 02:37:17,,200-213,,2,2,,"IEEE Transactions on Energy Markets, Policy and Regulation",,,,,,,,,,,,,,,,,,Battery storage; Optimization; Dynamic programming; Regulation; frequency regulation; energy arbitrage; Frequency control; Renewable energy sources; Batteries; Stochastic processes; Automatic generation control; Battery storage plants; online dynamic programming; Online services; two-timescale control; E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25YKQMWM,conferencePaper,2025,B. Khan; S. Shafiq; C. H. Vermette; U. Eicker,Battery Scheduling and Smart Inverter Volt/Var Control for Voltage Stability in Microgrids,2025 IEEE International Conference on Energy Technologies for Future Grids (ETFG),,,10.1109/ETFG61999.2025.11402056,,2025-12-07,2026-05-12 04:00:20,2026-06-14 12:48:54,,1-5,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 IEEE International Conference on Energy Technologies for Future Grids (ETFG),,,Optimization; Microgrids; Distributed energy resources; Voltage control; Costs; Batteries; Smart grids; Stability analysis; Photovoltaic systems; Distributed power generation; electric vehicles; Inverters; low voltage grids; smart inverters; solar photovoltaics; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 IEEE International Conference on Energy Technologies for Future Grids (ETFG),,,,,,,,,,,,,,,
33DCGY59,journalArticle,2026,M. Zhang; Y. Xu; L. Sang; Y. Guo; N. D. Hatziargyriou,Virtual Power Plants for Frequency Regulation: A Learning-Based Method With Safety Guarantee,IEEE Transactions on Smart Grid,,1949-3061,10.1109/TSG.2025.3618896,,2026-01,2026-05-12 04:00:20,2026-06-11 05:50:25,,388-401,,1,17,,IEEE Transactions on Smart Grid,,,,,,,,,,,,,,,,,,reinforcement learning; Regulation; Costs; Virtual power plants; Frequency control; Power system stability; Safety; frequency response; Frequency response; Frequency measurement; Aggregates; Artificial neural networks; performance guarantee; Phase locked loops; virtual inertia; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RK7W3XJ7,journalArticle,2026,G. Mou; J. Wang; D. Cai; D. Wu,Stochastic Dispatch of Battery Storage via Neural Policies for AI-Driven Data Centers,IEEE Transactions on Industry Applications,,1939-9367,10.1109/TIA.2026.3677229,,2026,2026-05-12 04:00:20,2026-06-11 05:40:00,,1-10,,,,,IEEE Transactions on Industry Applications,,,,,,,,,,,,,,,,,,Optimization; Uncertainty; Artificial intelligence; Costs; Battery energy storage systems (BESS); Mathematical models; Batteries; Degradation; Data centers; Stochastic processes; Safety; chance constraints; data center energy management; deep neural network; risk-averse optimization; stochastic optimal control; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7TUXTUI,conferencePaper,2025,S. Hashunao; R. K. Mehta,"Modeling and Load Frequency Control of a 20 kW Renewable Picogrid with Hydro, PV, and Battery Storage for Remote Electrification in Manipur",2025 IEEE 2nd International Conference on Green Industrial Electronics and Sustainable Technologies (GIEST),,,10.1109/GIEST66547.2025.11387557,,2025-10-11,2026-05-12 04:00:20,2026-06-14 12:48:34,,1-6,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 IEEE 2nd International Conference on Green Industrial Electronics and Sustainable Technologies (GIEST),,,Frequency control; Renewable energy sources; Economics; Load modeling; Time-frequency analysis; Battery Storage; Economic Load Dispatch; Electrification; Hydraulic turbines; kWh; Load forecasting; Load Frequency Control; PI control; Picrogrid; Quasi-Newton Method; Small Hydro; Solar PV; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 IEEE 2nd International Conference on Green Industrial Electronics and Sustainable Technologies (GIEST),,,,,,,,,,,,,,,
XXXP2CVZ,journalArticle,2025,S. Wang; Y. Xu; X. Wu; J. Wang; G. Chen; X. Zeng,Ultra-Low Frequency Oscillation Damping Control Method for Hydro-Photovoltaic Integrated Systems,IEEE Transactions on Power Electronics,,1941-0107,10.1109/TPEL.2024.3458910,,2025-01,2026-05-12 04:00:20,2026-06-14 12:48:59,,2397-2418,,1,40,,IEEE Transactions on Power Electronics,,,,,,,,,,,,,,,,,,Generators; Mathematical models; Frequency response; Damping; Damping torque; frequency oscillation; Hydroelectric power generation; hydropower generator; Oscillators; photovoltaic (PV) plant; primary frequency control; Torque; ultra-low frequency oscillation (ULFO); E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMM8ZADC,journalArticle,2025,S. M. Ahsan; M. A. Iqbal; A. Hussain; P. Musilek,Adaptive Pricing-Based Optimized Resource Utilization in Networked Microgrids,IEEE Access,,2169-3536,10.1109/ACCESS.2025.3543760,,2025,2026-05-12 04:00:20,2026-06-14 12:48:59,,34483-34495,,,13,,IEEE Access,,,,,,,,,,,,,,,,,,Optimization; Power markets; Microgrids; Energy management systems; battery energy storage; Training; Resource management; Games; Pricing; Energy management; energy management; Adaptive pricing; Adaptive systems; power sharing; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6UQRYLG,journalArticle,2019,L. Xing; Y. Mishra; Y. -C. Tian; G. Ledwich; H. Su; C. Peng; M. Fei,Dual-Consensus-Based Distributed Frequency Control for Multiple Energy Storage Systems,IEEE Transactions on Smart Grid,,1949-3061,10.1109/TSG.2019.2904075,,2019-11,2026-05-12 04:00:20,2026-06-14 12:48:59,,6396-6403,,6,10,,IEEE Transactions on Smart Grid,,,,,,,,,,,,,,,,,,Frequency control; Generators; Renewable energy sources; Power system stability; Batteries; Power generation; battery energy storage systems (BESSs); consensus; distributed control; state-of-charge; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYEUVRVS,journalArticle,2026,L. Cheng; K. Sun; H. Zang; G. Sun; Z. Wei,End-to-End Collaborative Optimization for Active Distribution Network Power Dispatch Based on Sparse Model-Ensemble Learning Policy,IEEE Transactions on Sustainable Energy,,1949-3037,10.1109/TSTE.2025.3596867,,2026-01,2026-05-12 04:00:20,2026-06-14 12:51:18,,197-206,,1,17,,IEEE Transactions on Sustainable Energy,,,,,,,,,,,,,,,,,,Optimization; reinforcement learning; Forecasting; Reactive power; State of charge; Real-time systems; Distribution networks; Load modeling; Numerical models; Predictive models; Active distribution network; distributed energy source; end-to-end policy; Meteorology; power dispatch; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
